rule_id,level,table,field,rule,ref_table,ref_key,ref_field,vocabulary_id,field_value,unit,rangeorder,threashold,note1,note2,note3
55238,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'30522-7','MG/L',L,0,c reactive protein,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,milligram per liter
55239,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'30522-7','NG/ML',H,127,c reactive protein,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,nanogram per milliliter
55240,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'30522-7','NG/ML',L,9,c reactive protein,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,nanogram per milliliter
55241,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'30934-4','PG/ML',H,5000,b type natriuretic peptide,Natriuretic peptide B [Mass/volume] in Serum or Plasma,picogram per milliliter
55242,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'30934-4','PG/ML',L,0,b type natriuretic peptide,Natriuretic peptide B [Mass/volume] in Serum or Plasma,picogram per milliliter
55243,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'3094-0','MG/DL',H,100,blood urea nitrogen,Urea nitrogen [Mass/volume] in Serum or Plasma,milligram per deciliter
55244,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'3094-0','MG/DL',L,5,blood urea nitrogen,Urea nitrogen [Mass/volume] in Serum or Plasma,milligram per deciliter
55245,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'3094-0','MMOL/L',H,1000,blood urea nitrogen,Urea nitrogen [Mass/volume] in Serum or Plasma,millimole per liter
55246,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'3094-0','MMOL/L',L,0,blood urea nitrogen,Urea nitrogen [Mass/volume] in Serum or Plasma,millimole per liter
55247,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'3094-0','PERCENT',H,100,blood urea nitrogen,Urea nitrogen [Mass/volume] in Serum or Plasma,percent
55248,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'3094-0','PERCENT',L,0,blood urea nitrogen,Urea nitrogen [Mass/volume] in Serum or Plasma,percent
55249,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'31656','NG/ML',H,20,C peptide,C peptide [Mass/volume] in Serum or Plasma,nanogram per milliliter
55250,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'31656','NG/ML',L,0,C peptide,C peptide [Mass/volume] in Serum or Plasma,nanogram per milliliter
55251,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'31656','PMOL/L',H,2300,C peptide,C peptide [Mass/volume] in Serum or Plasma,picomole per liter
55252,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'31656','PMOL/L',L,50,C peptide,C peptide [Mass/volume] in Serum or Plasma,picomole per liter
55253,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'32016-8','MG/DL',H,250,glucose,Glucose [Mass/volume] in Capillary blood,milligram per deciliter
55254,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'32016-8','MG/DL',L,1,glucose,Glucose [Mass/volume] in Capillary blood,milligram per deciliter
55255,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'32264','MG/DL',H,5,c reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,milligram per deciliter
55256,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'32264','MG/DL',L,0,c reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,milligram per deciliter
55257,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'32264','MG/L',H,24,c reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,milligram per liter
55258,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'32264','MG/L',L,0,c reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,milligram per liter
55259,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'32294-1','RATIO',H,1000,albumin,Albumin/Creatinine [Ratio] in Urine,ratio
55260,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'32294-1','RATIO',L,1,albumin,Albumin/Creatinine [Ratio] in Urine,ratio
55261,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'337180','MEQ/L',H,8,potassium,Potassium [Moles/volume] in Serum or Plasma,milliequivalent per liter
55262,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'337180','MEQ/L',L,3,potassium,Potassium [Moles/volume] in Serum or Plasma,milliequivalent per liter
55263,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'337180','MMOL',H,8,potassium,Potassium [Moles/volume] in Serum or Plasma,millimole
55264,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'337180','MMOL',L,3,potassium,Potassium [Moles/volume] in Serum or Plasma,millimole
55265,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'337180','MMOL/L',H,8,potassium,Potassium [Moles/volume] in Serum or Plasma,millimole per liter
55266,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'337180','MMOL/L',L,3,potassium,Potassium [Moles/volume] in Serum or Plasma,millimole per liter
55267,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33762-6','NG/DL',H,50,b type natriuretic peptide,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,nanogram per deciliter
55268,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33762-6','NG/DL',L,0,b type natriuretic peptide,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,nanogram per deciliter
55269,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33762-6','NG/ML',H,5,b type natriuretic peptide,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,nanogram per milliliter
55270,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33762-6','NG/ML',L,0,b type natriuretic peptide,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,nanogram per milliliter
55271,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33762-6','PG/ML',H,5000,b type natriuretic peptide,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,picogram per milliliter
55272,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33762-6','PG/ML',L,0,b type natriuretic peptide,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,picogram per milliliter
55273,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33863-2','MG/L',H,1000,cystatin c,Cystatin C [Mass/volume] in Serum or Plasma,milligram per liter
55274,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33863-2','MG/L',L,0,cystatin c,Cystatin C [Mass/volume] in Serum or Plasma,milligram per liter
55275,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33959-8','NG/ML',H,10,procalcitonin,Procalcitonin [Mass/volume] in Serum or Plasma,nanogram per milliliter
55276,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'33959-8','NG/ML',L,0,procalcitonin,Procalcitonin [Mass/volume] in Serum or Plasma,nanogram per milliliter
55277,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'344120','NG/ML',H,1000,prolactin,Prolactin [Mass/volume] in Serum or Plasma,nanogram per milliliter
55278,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'344120','NG/ML',L,1,prolactin,Prolactin [Mass/volume] in Serum or Plasma,nanogram per milliliter
55279,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','L',H,30,prothrombin time,INR in Blood by Coagulation assay,liter
55280,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','L',L,0,prothrombin time,INR in Blood by Coagulation assay,liter
55281,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','MONTH',H,30,prothrombin time,INR in Blood by Coagulation assay,month
55282,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','MONTH',L,0,prothrombin time,INR in Blood by Coagulation assay,month
55283,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','RATIO',H,30,prothrombin time,INR in Blood by Coagulation assay,ratio
55284,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','RATIO',L,0.01,prothrombin time,INR in Blood by Coagulation assay,ratio
55285,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','SEC',H,30,prothrombin time,INR in Blood by Coagulation assay,second
55286,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','SEC',L,0,prothrombin time,INR in Blood by Coagulation assay,second
55287,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','U',H,30,prothrombin time,INR in Blood by Coagulation assay,unit
55288,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','U',L,0,prothrombin time,INR in Blood by Coagulation assay,unit
55289,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','WEEK',H,30,prothrombin time,INR in Blood by Coagulation assay,week
55290,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','WEEK',L,0,prothrombin time,INR in Blood by Coagulation assay,week
55291,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','YEAR',H,30,prothrombin time,INR in Blood by Coagulation assay,year
55292,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'34714-6','YEAR',L,0,prothrombin time,INR in Blood by Coagulation assay,year
55293,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'359798','G/DL',H,15,protein,Protein [Mass/volume] in Serum or Plasma,gram per deciliter
55294,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'359798','G/DL',L,6,protein,Protein [Mass/volume] in Serum or Plasma,gram per deciliter
55295,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'359798','G/L',H,100,protein,Protein [Mass/volume] in Serum or Plasma,gram per liter
55296,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'359798','G/L',L,0,protein,Protein [Mass/volume] in Serum or Plasma,gram per liter
55297,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'359798','PERCENT',H,100,protein,Protein [Mass/volume] in Serum or Plasma,percent
55298,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'359798','PERCENT',L,0,protein,Protein [Mass/volume] in Serum or Plasma,percent
55299,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','G/DL',H,1000,protein,Protein [Mass/volume] in Urine,gram per deciliter
55300,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','G/DL',L,0,protein,Protein [Mass/volume] in Urine,gram per deciliter
55301,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','MG/24H',H,10000,protein,Protein [Mass/volume] in Urine,milligram per 24 hours
55302,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','MG/24H',L,1,protein,Protein [Mass/volume] in Urine,milligram per 24 hours
55303,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','MG/DL',H,1000,protein,Protein [Mass/volume] in Urine,milligram per deciliter
55304,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','MG/DL',L,0,protein,Protein [Mass/volume] in Urine,milligram per deciliter
55305,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','MG/L',H,1000,protein,Protein [Mass/volume] in Urine,milligram per liter
55306,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','MG/L',L,0,protein,Protein [Mass/volume] in Urine,milligram per liter
55307,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','PERCENT',H,100,protein,Protein [Mass/volume] in Urine,percent
55308,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'361014','PERCENT',L,0,protein,Protein [Mass/volume] in Urine,percent
55309,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'36739','G/DL',H,37,calcium,Calcium [Moles/volume] in Serum or Plasma,gram per deciliter
55310,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'36739','G/DL',L,1,calcium,Calcium [Moles/volume] in Serum or Plasma,gram per deciliter
55311,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'36739','MG/DL',H,10000,calcium,Calcium [Moles/volume] in Serum or Plasma,milligram per deciliter
55312,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'36739','MG/DL',L,8,calcium,Calcium [Moles/volume] in Serum or Plasma,milligram per deciliter
55313,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'36739','MMOL/L',H,13,calcium,Calcium [Moles/volume] in Serum or Plasma,millimole per liter
55314,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'36739','MMOL/L',L,7,calcium,Calcium [Moles/volume] in Serum or Plasma,millimole per liter
55315,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'38230-9','MEQ/L',H,13,calcium,Calcium.ionized [Mass/volume] in Blood,milliequivalent per liter
55316,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'38230-9','MEQ/L',L,1,calcium,Calcium.ionized [Mass/volume] in Blood,milliequivalent per liter
55317,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'38230-9','MG/DL',H,7,calcium,Calcium.ionized [Mass/volume] in Blood,milligram per deciliter
55318,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'38230-9','MG/DL',L,1,calcium,Calcium.ionized [Mass/volume] in Blood,milligram per deciliter
55319,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'38230-9','MMOL/L',H,3,calcium,Calcium.ionized [Mass/volume] in Blood,millimole per liter
55320,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'38230-9','MMOL/L',L,1,calcium,Calcium.ionized [Mass/volume] in Blood,millimole per liter
55321,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'38230-9','UMOL/L',H,1500,calcium,Calcium.ionized [Mass/volume] in Blood,micromole per liter
55322,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'38230-9','UMOL/L',L,870,calcium,Calcium.ionized [Mass/volume] in Blood,micromole per liter
55323,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'383903','MEQ/L',H,150,sodium,Sodium [Moles/volume] in Serum or Plasma,milliequivalent per liter
55324,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'383903','MEQ/L',L,100,sodium,Sodium [Moles/volume] in Serum or Plasma,milliequivalent per liter
55325,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'383903','MMOL/L',H,150,sodium,Sodium [Moles/volume] in Serum or Plasma,millimole per liter
55326,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'383903','MMOL/L',L,100,sodium,Sodium [Moles/volume] in Serum or Plasma,millimole per liter
55327,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'383903','PERCENT',H,100,sodium,Sodium [Moles/volume] in Serum or Plasma,percent
55328,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'383903','PERCENT',L,0,sodium,Sodium [Moles/volume] in Serum or Plasma,percent
55329,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'407672','MIU/L',H,20,thyroid stimulating hormone,Thyrotropin [Units/volume] in Serum or Plasma,milli-international unit per liter
55330,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'407672','MIU/L',L,0.1,thyroid stimulating hormone,Thyrotropin [Units/volume] in Serum or Plasma,milli-international unit per liter
55331,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'407672','MU/L',H,20,thyroid stimulating hormone,Thyrotropin [Units/volume] in Serum or Plasma,milliunit per liter
55332,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'407672','MU/L',L,0.1,thyroid stimulating hormone,Thyrotropin [Units/volume] in Serum or Plasma,milliunit per liter
55333,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'407672','PERCENT',H,100,thyroid stimulating hormone,Thyrotropin [Units/volume] in Serum or Plasma,percent
55334,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'407672','PERCENT',L,0,thyroid stimulating hormone,Thyrotropin [Units/volume] in Serum or Plasma,percent
55335,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'407672','UU/ML',H,20,thyroid stimulating hormone,Thyrotropin [Units/volume] in Serum or Plasma,microunit per milliliter
55336,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'407672','UU/ML',L,0.1,thyroid stimulating hormone,Thyrotropin [Units/volume] in Serum or Plasma,microunit per milliliter
55337,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'410716','NG/DL',H,100,T4,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,nanogram per deciliter
55338,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'410716','NG/DL',L,0.1,T4,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,nanogram per deciliter
55339,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'411296','G/DL',H,10,T4,Thyroxine (T4) [Mass/volume] in Serum or Plasma,gram per deciliter
55340,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'411296','G/DL',L,0.1,T4,Thyroxine (T4) [Mass/volume] in Serum or Plasma,gram per deciliter
55341,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'411296','MG/DL',H,10,T4,Thyroxine (T4) [Mass/volume] in Serum or Plasma,milligram per deciliter
55342,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'411296','MG/DL',L,0.1,T4,Thyroxine (T4) [Mass/volume] in Serum or Plasma,milligram per deciliter
55343,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'411296','NG/DL',H,10,T4,Thyroxine (T4) [Mass/volume] in Serum or Plasma,nanogram per deciliter
55344,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'411296','NG/DL',L,0.1,T4,Thyroxine (T4) [Mass/volume] in Serum or Plasma,nanogram per deciliter
55345,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'411296','UG/DL',H,10,T4,Thyroxine (T4) [Mass/volume] in Serum or Plasma,microgram per deciliter
55346,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'411296','UG/DL',L,0.1,T4,Thyroxine (T4) [Mass/volume] in Serum or Plasma,microgram per deciliter
55347,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'416438','IU/L',H,70,lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,international unit per liter
55348,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'416438','IU/L',L,0.01,lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,international unit per liter
55349,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'416438','U/L',H,120,lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,unit per liter
55350,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'416438','U/L',L,0.01,lipase,Lipase [Enzymatic activity/volume] in Serum or Plasma,unit per liter
55351,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'41995-2','G/DL',H,20,glycosylated hemoglobin,Hemoglobin A1c [Mass/volume] in Blood,gram per deciliter
55352,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'41995-2','G/DL',L,1,glycosylated hemoglobin,Hemoglobin A1c [Mass/volume] in Blood,gram per deciliter
55353,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'41995-2','PERCENT',H,100,glycosylated hemoglobin,Hemoglobin A1c [Mass/volume] in Blood,percent
55354,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'41995-2','PERCENT',L,0,glycosylated hemoglobin,Hemoglobin A1c [Mass/volume] in Blood,percent
55355,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'421278','MG/DL',H,100,T3,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,milligram per deciliter
55356,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'421278','MG/DL',L,1,T3,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,milligram per deciliter
55357,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'421278','NG/DL',H,1000,T3,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,nanogram per deciliter
55358,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'421278','NG/DL',L,60,T3,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,nanogram per deciliter
55359,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'421278','NG/ML',H,1000,T3,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,nanogram per milliliter
55360,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'421278','NG/ML',L,60,T3,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,nanogram per milliliter
55361,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'432449','G/DL',H,0.01,uric acid,Urate [Mass/volume] in Serum or Plasma,gram per deciliter
55362,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'432449','G/DL',L,0.001,uric acid,Urate [Mass/volume] in Serum or Plasma,gram per deciliter
55363,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'432449','MG/DL',H,10,uric acid,Urate [Mass/volume] in Serum or Plasma,milligram per deciliter
55364,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'432449','MG/DL',L,1,uric acid,Urate [Mass/volume] in Serum or Plasma,milligram per deciliter
55365,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'433331','MG/24H',H,1000,uric acid,Urate [Mass/volume] in Urine,milligram per 24 hours
55366,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'433331','MG/24H',L,200,uric acid,Urate [Mass/volume] in Urine,milligram per 24 hours
55367,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'433331','MG/DL',H,100,uric acid,Urate [Mass/volume] in Urine,milligram per deciliter
55368,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'433331','MG/DL',L,0,uric acid,Urate [Mass/volume] in Urine,milligram per deciliter
55369,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'437257','PERCENT',H,100,blood urea nitrogen,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,percent
55370,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'437257','PERCENT',L,0,blood urea nitrogen,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,percent
55371,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'437257','RATIO',H,100,blood urea nitrogen,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,ratio
55372,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'437257','RATIO',L,10,blood urea nitrogen,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,ratio
55373,1,Laboratory_Result,LOINC,meas value range accuracy,Laboratory_Result,LOINC,MS_Result_N,,'46997','/UL',H,1000,"co2, total","Carbon dioxide, total [Moles/volume] in Serum or Plasma",per microliter
